시도,시군구,월,PM25,PM10,SO2,O3,NO2,CO,평균기온(℃),평균최고기온(℃),최고기온(℃),평균최저기온(℃),최저기온(℃),강수량(mm),일최다강수량(mm),평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),최대순간풍속(m/s),최대순간풍속풍향(deg),일조합(hr),일조율(%),평균습도(%rh),최저습도(%rh)
강원특별자치도,강릉,202201,15,29,0.004,0.03,0.016,0.4,1.5,6.4,10,-2.4,-7.2,7.4,2.8,2.5,7.8,230,15.2,230,222.3,72.46,47,16
강원특별자치도,강릉,202202,16,27,0.003,0.041,0.012,0.4,2,7.1,16.1,-2.2,-9.2,1.2,0.7,3,8.9,230,16,230,239.3,79.13,39,12
강원특별자치도,강릉,202203,19,42,0.003,0.045,0.011,0.3,9,13.4,21.8,4.5,-0.8,102.9,36.7,2.3,9.3,320,19.8,250,193.2,52.09,57,12
강원특별자치도,강릉,202204,15,39,0.002,0.052,0.009,0.2,16.1,21,31.3,11,2.3,68.8,23.5,2.5,9.1,250,18,250,251,63.45,50,13
강원특별자치도,강릉,202205,14,30,0.002,0.058,0.009,0.2,20.3,25.3,33.4,15.1,8.2,5.8,4.6,2.6,8,230,16,200,273,63.99,48,19
강원특별자치도,강릉,202206,9,21,0.002,0.04,0.008,0.2,23.6,27.2,35.3,19.9,13.3,186,64.5,1.9,7.7,230,15.8,290,162.8,36.78,71,16
강원특별자치도,강릉,202207,7,16,0.002,0.029,0.007,0.2,26.3,29.8,34.7,23.6,20.4,227.9,69.9,1.4,6.4,140,11.5,290,115.8,25.76,80,47
강원특별자치도,강릉,202208,11,17,0.002,0.028,0.009,0.2,26.6,30.1,37.7,23.2,16.8,307.5,62.7,1.7,6.5,230,14.2,230,126.5,29.99,75,29
강원특별자치도,강릉,202209,10,18,0.002,0.027,0.008,0.3,21.8,26.6,30.8,17.7,11.9,202.5,99.4,1.8,6.4,50,13.6,250,184.5,49.44,73,23
강원특별자치도,강릉,202210,14,22,0.002,0.021,0.012,0.3,15.3,19.8,32.8,11.6,6.9,293.2,116.9,2,9.4,270,18.3,270,144.7,41.56,70,16
강원특별자치도,강릉,202211,19,34,0.002,0.033,0.011,0.4,12.7,18.3,26.5,8.2,-3,62.3,28.7,2.2,11.1,270,21.8,250,186.7,61.25,55,13
강원특별자치도,강릉,202212,17,31,0.003,0.032,0.01,0.5,1.5,6.5,13.5,-2.6,-11.3,116.6784675,46.03008613,3.1,7.5,290,18.7,340,215.4,72.26,41,14
강원특별자치도,강릉,202301,14,30,0.0027,0.0338,0.0106,0.45,2.4,7.5,18.7,-1.5,-14,77.9,43.4,2.6,7.1,270,15.2,290,218.4,71.23,44,14
강원특별자치도,강릉,202302,18,33,0.0031,0.0361,0.013,0.5,5.2,9.8,19.6,1,-3.8,38.5,15.1,2.3,8.6,290,17.7,290,164.1,54.34,54,10
강원특별자치도,강릉,202303,19,54,0.0025,0.0445,0.0104,0.46,12.1,17.3,26.8,7,0.3,8.8,5.5,2.3,7.8,270,15.3,270,229.3,61.89,50,11
강원특별자치도,강릉,202304,20,71,0.0019,0.044,0.0086,0.39,15.3,20.2,28.1,10.2,5.2,33.4,14,2.6,13.9,270,26.2,250,221.1,55.96,54,12
강원특별자치도,강릉,202305,14,35,0.0018,0.0459,0.0085,0.32,20.3,25.1,35.5,15.1,7.2,91.1,66.4,2.1,7.9,270,15.9,270,223.4,50.72,59,15
강원특별자치도,강릉,202306,9,20,0.0013,0.0459,0.0067,0.26,23.2,27.6,34.5,19,15.8,160,40.6,2,7.1,50,14.6,270,220.3,49.79,66,20
강원특별자치도,강릉,202307,12,23,0.0016,0.0351,0.0079,0.26,27.5,31.4,37.3,24.1,18.1,104.7,32.7,1.8,7.7,290,16.9,250,161.1,35.83,72,39
강원특별자치도,강릉,202308,8,16,0.0018,0.0293,0.0059,0.24,26.2,29.9,38.4,23.5,20.7,520.8,270.5,1.6,9.5,320,19.4,340,139,32.93,80,37
강원특별자치도,강릉,202309,8,15,0.0017,0.0312,0.0055,0.28,22.4,26.2,31.9,19.3,14.5,236.8,92.1,1.7,4.7,250,8.7,110,149,39.9,80,35
강원특별자치도,강릉,202310,11,21,0.0017,0.0386,0.0071,0.4,17,22,26.7,12.9,7.1,26.1,22,2.4,6.8,250,13.8,230,213.7,61.32,59,19
강원특별자치도,강릉,202311,12,20,0.0022,0.0363,0.0078,0.42,10.5,15.1,29.1,6.2,-4.6,41,30,2.9,13.3,230,27,230,215.9,70.72,48,13
강원특별자치도,강릉,202312,14,25,0.0027,0.0343,0.0094,0.46,3.6,7.7,20.5,-0.2,-11.1,229.2,91.2,2.7,7.8,250,16.7,250,186.1,62.35,56,17
강원특별자치도,강릉,202401,15,24,0.0027,0.0327,0.0107,0.47,2.2,6.1,12.5,-1.4,-11.3,46.8,38.8,2.6,8.9,250,17.6,250,200.6,65.47,54,14
강원특별자치도,강릉,202402,14,23,0.0022,0.0351,0.0104,0.41,3.6,7.4,20.2,0.6,-2.8,175.3,35.6,1.8,7.9,230,16,250,95.6,30.51,75,16
강원특별자치도,동해,201801,23,31,0.003,0.028,0.018,0.5,0.9,4.7,13.3,-3,-12.4,4.4,4.4,2.5,11.6,250,18.1,250,213.4,69.4,36,11
강원특별자치도,동해,201802,24,36,0.003,0.033,0.017,0.5,1.5,5.5,12,-2.7,-10.3,53.4,52.5,2.5,10.9,250,23.1,230,212.2,70.1,43,11
강원특별자치도,동해,201803,23,38,0.002,0.041,0.017,0.4,8.9,13.2,25.4,4.5,-2.4,95.4,32.5,2.7,11.5,340,18.3,360,203.2,54.79,60,15
강원특별자치도,동해,201804,22,53,0.002,0.045,0.015,0.4,13.5,18.5,29.6,9,2.3,131.8,50.1,2.5,10.2,230,22.7,250,235.4,59.59,57,8
강원특별자치도,동해,201805,23,43,0.002,0.044,0.013,0.3,16.2,20.2,29.1,12.4,5.7,63.6,18.8,2.2,9.1,230,18.4,250,202.4,46.02,75,16
강원특별자치도,동해,201806,21,36,0.002,0.043,0.015,0.4,20.8,24.7,33.2,17.6,12.8,36.6,24.6,1.6,8.8,360,13.8,360,215.3,48.75,71,26
강원특별자치도,동해,201807,20,30,0.002,0.028,0.013,0.3,24.6,27.8,33.5,22.1,16,286,65.3,1.7,8.4,140,12.7,110,228.3,50.89,82,43
강원특별자치도,동해,201808,11,28,0.002,0.023,0.014,0.4,24.9,28.2,35.8,22.1,18.7,219.8,105.5,1.4,9.2,20,12.9,20,164.8,39.13,84,40
강원특별자치도,동해,201809,14,21,0.002,0.026,0.014,0.3,19.4,23,28.7,15.9,11.4,205.6,64.5,1.7,8,230,12.3,230,155.2,41.59,78,34
강원특별자치도,동해,201810,13,25,0.002,0.028,0.016,0.3,13.9,18,24.3,9.8,3.8,273.2,139.9,2.1,14.7,360,27,360,208.1,59.71,65,22
강원특별자치도,동해,201811,19,38,0.002,0.023,0.023,0.5,10.1,13.9,19.5,6.1,0.3,44.5,29.3,1.8,7.3,360,13.7,250,171.1,56.01,59,15
강원특별자치도,동해,201812,16,31,0.003,0.023,0.02,0.5,3.2,7,14.7,-0.9,-8.4,22.2,17.2,2.2,8,50,13.7,290,207,69.3,44,7
강원특별자치도,동해,201901,23,41,0.003,0.027,0.02,0.4,2.8,7.1,12.8,-1.3,-6,14.3,8.2,2.3,10.3,50,14.2,320,235,76.45,37,3
강원특별자치도,동해,201902,26,43,0.003,0.032,0.018,0.5,3.8,7.4,12.4,-0.2,-5,15.4,6.3,2,8,50,12.1,20,199.6,65.98,50,12
강원특별자치도,동해,201903,32,49,0.002,0.044,0.015,0.4,8.4,12.9,20.6,3.8,0.4,51.5,15,2.4,9.3,290,19.2,290,225.3,60.78,51,10
강원특별자치도,동해,201904,18,38,0.002,0.04,0.017,0.4,11.3,15.5,24.8,6.8,1.2,102.6,38.8,2.3,13.4,270,22.4,290,197.6,51.73,58,8
강원특별자치도,동해,201905,22,45,0.002,0.051,0.017,0.5,18.4,23.2,33.3,13.7,5.9,3.3,1.6,2.3,8.8,200,16.1,320,231.1,54.35,53,12
강원특별자치도,동해,201906,18,30,0.002,0.039,0.014,0.4,18.6,22.4,27.5,15.3,11.3,125.4,72.4,1.9,8,50,12.3,20,227.2,51.45,78,23
강원특별자치도,동해,201907,18,26,0.002,0.032,0.013,0.4,23.4,26.7,33.5,20.8,17,191.4,70.5,1.8,8,180,14.4,180,192.6,42.92,79,42
강원특별자치도,동해,201908,14,25,0.002,0.03,0.013,0.5,24.1,27.4,31.6,21.1,17.7,149.9,74.7,1.6,8.8,50,14.5,90,231.7,54.98,81,36
강원특별자치도,동해,201909,11,19,0.002,0.02,0.013,0.4,20,23.3,29.1,16.8,11.5,255.6,84.3,1.7,11.8,50,18.1,50,143.8,38.5,83,33
강원특별자치도,동해,201910,11,25,0.002,0.022,0.015,0.4,15.4,19.3,22.2,11.6,7.8,512.5,231.4,2.1,12.1,20,23.2,20,152,43.59,73,24
강원특별자치도,동해,201911,15,30,0.002,0.021,0.019,0.4,9.6,14.1,19.6,5.3,-0.6,102.1,52.4,2.1,10.7,50,15.4,50,172.8,56.53,64,14
강원특별자치도,동해,201912,17,24,0.002,0.02,0.018,0.5,4.9,9.1,14.9,0.9,-4.2,8.8,6.9,1.9,6.9,290,13.8,250,191.9,64.25,47,10
강원특별자치도,동해,202001,15,21,0.002,0.022,0.015,0.5,4.2,7.6,11.4,1.2,-2.8,97.9,42.4,2.4,9.7,50,14.8,320,158.2,51.5,55,17
강원특별자치도,동해,202002,20,28,0.002,0.026,0.015,0.5,4.6,8.7,15.4,0.6,-6.2,73.7,33,2.3,10.9,270,19.3,270,174.9,57.7,55,13
강원특별자치도,동해,202003,18,30,0.002,0.03,0.012,0.4,7.9,12.1,19.4,3.2,-0.8,48.3,19.4,2.6,11.1,270,19.2,270,253,68.12,59,14
강원특별자치도,동해,202004,17,32,0.002,0.037,0.011,0.4,10.9,15.5,25.3,6.3,1.5,50.9,17,2.5,9.3,50,15.3,160,253.6,64.11,52,13
강원특별자치도,동해,202005,14,27,0.002,0.032,0.011,0.4,16.3,20.4,30.9,12.7,7.5,90.3,30.1,2.2,8.5,340,16.1,290,223.9,50.82,70,17
강원특별자치도,동해,202006,17,30,0.001,0.033,0.011,0.3,20.8,25,31.5,17.6,14.5,120.4,100.5,1.8,8.9,70,15.9,70,241.1,54.57,75,26
강원특별자치도,동해,202007,10,16,0.001,0.021,0.009,0.3,20.2,23,30.1,18,14,346.1,99.9,1.6,7.9,50,12,20,149.8,33.42,89,43
강원특별자치도,동해,202008,19,22,0.001,0.017,0.011,0.4,24.4,28,32.9,21.8,19.2,171.9,50.3,1.3,7.4,20,13.5,200,143.6,34.13,86,49
강원특별자치도,동해,202009,15,21,0.001,0.026,0.009,0.4,19.3,22.5,28.2,16,10.5,304,83.8,2.4,15.1,160,21.2,110,170.6,45.8,79,35
강원특별자치도,동해,202010,16,25,0.002,0.025,0.014,0.5,13.8,18.1,23.5,9.8,5.7,5.1,5.1,1.9,7.5,50,11.5,290,210.3,60.45,65,18
강원특별자치도,동해,202011,17,26,0.003,0.022,0.017,0.4,10.1,14.5,23.2,5.8,-1.3,11.5,11.5,2,8.9,50,13.4,290,191.4,62.69,50,11
강원특별자치도,동해,202012,17,25,0.003,0.025,0.015,0.4,2.7,7.1,12.8,-1.2,-9.2,2.3,1.6,2.4,8.2,320,17.5,320,216.6,72.51,37,7
강원특별자치도,동해,202101,15,28,0.003,0.022,0.016,0.5,0.6,5.1,15.2,-3.8,-12.6,2.7,1.5,2.5,9.4,270,22.8,270,203.3,66.07,42,9
강원특별자치도,동해,202102,20,32,0.002,0.026,0.014,0.5,4.6,9.3,21.7,-0.2,-8.3,0.9,0.9,2.5,10.6,270,18.2,270,205.7,67.91,47,12
강원특별자치도,동해,202103,19,45,0.002,0.027,0.015,0.4,8.6,12.8,19.2,4.2,-3.9,99.8,67.3,2.1,8.6,50,14.6,320,207.7,55.94,63,10
강원특별자치도,동해,202104,17,38,0.002,0.033,0.012,0.4,11.9,16,24,7.9,1.2,80.3,34.8,2.3,9.5,160,15.4,160,229.9,58.13,62,13
강원특별자치도,동해,202105,17,38,0.002,0.036,0.011,0.4,15.8,19.8,27,11.6,7,116.9,49.6,2.1,11.2,270,19.5,290,220.6,50.11,65,16
강원특별자치도,동해,202106,20,23,0.001,0.029,0.01,0.4,19.8,23.3,28.4,16.8,12.6,40.6,14.6,1.5,8.5,50,12.9,50,187.4,42.43,83,29
강원특별자치도,동해,202107,15,20,0.002,0.022,0.011,0.5,24.6,28.2,32.2,21.8,18.9,110.8,51,1.2,5.6,20,9.3,360,259.9,57.95,89,50
강원특별자치도,동해,202108,14,22,0.002,0.025,0.01,0.5,23.8,27.2,31.9,21.3,18.3,423.3,85.5,1.6,8.8,50,14.7,20,108.3,25.72,86,43
강원특별자치도,동해,202109,8,12,0.002,0.026,0.008,0.5,20.8,24.2,28.3,17.6,15,176.8,103.5,1.6,7.1,50,15.1,320,169.1,45.35,84,40
강원특별자치도,동해,202111,19,24,0.002,0.034,0.016,0.4,10.9,15.5,20.5,6.6,0.8,7.6,3.1,2.1,8.9,270,17.3,200,213.2,69.81,54,11
강원특별자치도,동해,202201,18,24,0.002,0.029,0.017,0.5,2.1,6,9.7,-2,-6.5,10.8,7.8,2.2,7.1,50,14.7,290,222.6,72.37,47,11
강원특별자치도,동해,202202,18,27,0.002,0.043,0.012,0.4,2.4,6.9,15,-1.7,-7.7,0.8,0.5,2.7,8.4,270,14.9,270,237,78.3,38,8
강원특별자치도,동해,202203,30,48,0.002,0.041,0.017,0.5,8.6,12.7,21.7,4.4,-1.1,94.4,30.5,2.1,8.8,20,16.3,270,200.3,54,61,10
강원특별자치도,동해,202204,19,36,0.002,0.05,0.012,0.4,14.6,19.3,30,9.8,2.9,42.7,14.9,2.3,9.7,290,17.2,290,251.9,63.76,57,10
강원특별자치도,동해,202205,14,29,0.002,0.056,0.013,0.4,18.3,22.8,32.7,13.7,6.7,4.4,2.3,2,7.3,50,12.4,250,283.3,64.4,56,17
강원특별자치도,동해,202206,10,22,0.002,0.039,0.01,0.3,21.1,24.9,34.1,17.9,13.2,118,66.1,1.8,7.3,270,12.9,250,171.7,38.87,80,20
강원특별자치도,동해,202207,11,20,0.002,0.03,0.009,0.3,23.9,27.2,33.4,21.8,19.5,159.7,37.5,1.4,6.8,50,10.7,50,149.2,33.26,92,46
강원특별자치도,동해,202208,9,19,0.002,0.028,0.011,0.4,24.4,27.6,34,21.6,15,237.2,72,1.2,6.6,50,10.7,200,134.6,31.96,85,36
강원특별자치도,동해,202209,6,14,0.002,0.028,0.007,0.2,20.2,24.3,27.4,16.4,11.7,116.9,65.6,2,14.2,50,20.1,50,187.6,50.28,81,28
강원특별자치도,동해,202210,5,12,0.002,0.028,0.01,0.3,14.5,18.8,29.1,10.8,6,260.4,90.3,1.9,8.3,270,14.7,250,153.4,44.03,75,16
강원특별자치도,동해,202211,14,29,0.002,0.03,0.017,0.4,12.1,16.7,23.2,7.6,-1.9,55.7,24.8,1.8,8.7,50,17.1,250,188.9,61.83,58,11
강원특별자치도,동해,202212,12,24,0.002,0.031,0.013,0.3,2.3,6.4,13.6,-1.7,-8.7,0.4,0.4,2.4,9.1,290,17,320,222,74.32,37,12
강원특별자치도,동해,202301,15,30,0.0021,0.0309,0.0141,0.38,2.8,7,17.9,-1.4,-12.4,63.7,33.2,2.2,8.2,50,15.3,320,212.1,69,42,10
강원특별자치도,동해,202302,19,32,0.0021,0.0309,0.0182,0.42,4.6,8.4,16.4,0.5,-3.2,70.7,23.4,2,8.9,50,14.1,50,175.4,57.96,56,11
강원특별자치도,동해,202303,20,56,0.0018,0.041,0.016,0.37,10.6,15,24.8,6.1,0.6,9.4,8.9,2,9.1,50,14.8,270,230.6,62.22,55,10
강원특별자치도,동해,202304,22,82,0.0012,0.0433,0.0121,0.34,14,18.4,29.6,9.3,5.9,11.4,9.4,2.4,17.4,270,30.6,270,225.8,57.18,58,8
강원특별자치도,동해,202305,17,42,0.0013,0.044,0.0117,0.32,17.4,21.6,34.3,13.3,6.1,73.6,40.9,1.8,8.8,50,15.4,50,238.6,54.26,69,12
강원특별자치도,동해,202306,12,26,0.0014,0.0441,0.0102,0.29,21.5,25.5,32.1,18,14.8,111.6,38.5,1.7,8.3,360,14,360,241.2,54.62,77,21
강원특별자치도,동해,202307,12,30,0.0018,0.032,0.0114,0.35,24.7,28.3,34,21.9,18.6,75.4,17.2,1.3,7.8,250,14.1,250,175.6,39.14,87,37
강원특별자치도,동해,202308,8,21,0.001,0.0292,0.0073,0.29,24.8,28.2,35.7,22.4,20,392.8,203.5,1.6,10.1,360,19.4,20,181.7,43.13,89,40
강원특별자치도,동해,202309,7,17,0.001,0.0319,0.0075,0.31,21.7,25.2,30,18.7,13.4,261.2,140.8,1.6,8.8,50,14.2,50,170.5,45.66,87,42
강원특별자치도,동해,202310,10,19,0.0014,0.0371,0.0104,0.37,16.1,20.9,24.7,11.7,6.3,31.2,17.9,1.9,7.4,50,12.8,360,213.1,61.13,65,20
강원특별자치도,동해,202311,13,18,0.0018,0.0345,0.0108,0.32,10.5,14.8,27.2,5.9,-2.9,74.6,73.2,2.1,9.4,250,20.2,290,207,67.74,49,13
강원특별자치도,동해,202312,14,22,0.0022,0.031,0.0138,0.36,4.3,8.1,19.1,0.5,-8.7,181.2,86.1,2.1,9.3,50,16.7,320,186.1,62.3,55,15
강원특별자치도,동해,202401,14,20,0.0022,0.0317,0.0151,0.37,2.8,6.7,13.2,-1,-9.6,55.2,50.7,1.9,6.7,340,12.7,340,196.8,64.06,54,13
강원특별자치도,동해,202402,12,21,0.0015,0.0357,0.0126,0.33,4,7.4,19.9,1.1,-1.8,153.6,30.6,1.8,8.7,50,14.4,20,94.8,30.22,77,19
강원특별자치도,속초,201901,23,49,0.007,0.034,0.015,0.6,1.7,6.3,12.8,-3,-9,8.7,8.7,1.9,9.9,340,15.1,360,232.1,76.02,35,4
강원특별자치도,속초,201902,28,46,0.007,0.038,0.015,0.7,2.5,6.5,15.7,-1.7,-7.3,27.6,13.6,1.8,7,290,14.1,290,215.2,71.38,49,13
강원특별자치도,속초,201903,34,53,0.006,0.05,0.012,0.6,8.2,13.1,21.6,3.1,-1.4,44.4,12.3,2.1,10.5,360,16,360,233.1,62.93,51,7
강원특별자치도,속초,201904,17,43,0.005,0.049,0.01,0.5,11.9,16.6,25.9,6.9,1.3,80.9,31.2,2.1,11,340,20.4,290,230.5,58.27,55,8
강원특별자치도,속초,201905,21,48,0.004,0.064,0.009,0.4,19.8,25,34.2,14.7,6.5,5.7,4,2.2,9.5,360,13.6,340,296.2,67.06,52,8
강원특별자치도,속초,201906,16,29,0.003,0.049,0.008,0.3,20,24.1,30.2,16.6,11.5,97.8,44,1.8,6.3,340,9.6,160,224.8,50.72,78,19
강원특별자치도,속초,201907,15,25,0.003,0.039,0.007,0.3,24.7,28,36.1,21.8,17.7,234.4,92.5,1.7,6.7,340,11.9,160,196,43.49,80,36
강원특별자치도,속초,201908,13,28,0.003,0.034,0.008,0.3,25.7,29.4,35.6,22.7,19.3,293.5,203.7,1.7,7.2,360,12.9,290,230.7,54.58,78,35
